,State,Year,Total Housing Units,House Heating Fuel: Gas,House Heating Fuel: Propane,House Heating Fuel: Electric,House Heating Fuel: Fuel Oil,House Heating Fuel: Wood,Year Built: 2010-2013,Year Built: 2000-2009,Year Built: 1990-1999,Year Built: 1980-1989,Year Built: 1970-1979,Year Built: 1960-1969,Year Built: 1950-1959,Year Built: 1940-1949,Year Built: before 1940,Units in Structure: 1 DETACHED,Units in Structure: 1 ATTACHED,Units in Structure: 2,Units in Structure: 3-4,Units in Structure: 5-9,Units in Structure: 10-19,Units in Structure: 20-49,Units in Structure: 50+,Units in Structure: Mobile Home,"Units in Structure: Boat,RV,Van,Etc.",Number of Rooms: 1,Number of Rooms: 2,Number of Rooms: 3,Number of Rooms: 4,Number of Rooms: 5,Number of Rooms: 6,Number of Rooms: 7,Number of Rooms: 8,Number of Rooms: 9+,Median Number of Rooms,Owner-Occupied,Renter-Occupied,Avg household size of owner-occupied unit,Avg household size of renter-occupied unit,Household Income: Total:,"Household Income: Less than $10,000","Household Income: $10,000 to $14,999","Household Income: $15,000 to $19,999","Household Income: $20,000 to $24,999","Household Income: $25,000 to $29,999","Household Income: $30,000 to $34,999","Household Income: $35,000 to $39,999","Household Income: $40,000 to $44,999","Household Income: $45,000 to $49,999","Household Income: $50,000 to $59,999","Household Income: $60,000 to $74,999","Household Income: $75,000 to $99,999","Household Income: $100,000 to $124,999","Household Income: $125,000 to $149,999","Household Income: $150,000 to $199,999","Household Income: $200,000 or more",Median Household Income,Total Population,Year Built: 2014 or later
27,Puerto Rico,2013,1572849,687,13354,179253,204,34,8001,212458,250930,265524,345806,261826,140391,48912,39001,1060405,180147,59169,55606,73116,49085,26338,62930,6053,0,31040,56058,162223,394511,548025,229754,82177,43371,25690,4.8,2511228,1064228,2.9,2.74,1253690,367080,148683,130258,105044,80210,73524,55373,49026,36967,58504,53838,44695,21755,10788,9511,8434,19183.0,3615086,
15,Rhode Island,2013,461658,212545,10035,39215,132486,8547,2529,30410,37704,47839,59235,52665,58772,34055,138449,257543,15972,53493,57164,21922,15826,13773,20275,5214,476,9899,14800,44131,78656,98914,86813,52922,37138,38385,5.3,639894,370775,2.61,2.3,406366,31173,21727,22209,19081,20302,18018,16628,17257,16949,29844,39687,53141,34117,21363,25606,19264,55902.0,1051511,
16,South Carolina,2013,2158784,408997,80318,1254816,20644,19846,44797,456143,424231,367861,340169,204016,148848,69157,103562,1349175,59753,47655,61201,102059,80103,50716,42992,363793,1337,22213,28494,132858,368307,520806,412025,287920,178270,207891,5.5,3168639,1467091,2.59,2.57,1794989,170464,113556,111637,114531,109098,109684,94142,85816,81183,141309,180375,198462,121930,60462,55736,46604,44163.0,4774839,
17,South Dakota,2013,370207,156501,52307,99973,8111,5240,9984,54907,49350,37720,63014,33007,34004,20947,67274,255462,11322,7592,13812,14775,15526,12853,6962,31774,129,4720,11608,31743,59165,63673,54462,46479,36587,61770,5.8,565688,245175,2.54,2.26,331406,21013,18765,16985,17607,20568,18219,19270,20865,15657,30238,36296,42096,22482,10793,8393,12159,48947.0,844877,
18,Tennessee,2013,2840998,803897,105832,1503502,10849,53113,57366,503287,519373,410507,459538,310785,266393,135190,178559,1956074,89474,85989,97319,129795,106202,54005,55725,264319,2096,34150,43667,195843,464910,629216,537491,375006,240404,320311,5.6,4275403,2066651,2.59,2.47,2490249,219679,156566,159935,160474,153400,141192,133046,136068,109624,203832,253578,268906,156676,83162,77586,76525,44297.0,6495978,
19,Texas,2013,10256203,3320609,293618,5387263,9731,39408,305307,2201769,1629018,1753377,1726695,1005824,856277,382878,395058,6664460,279217,201670,337956,510291,657191,363798,474932,748948,17740,187371,296563,1101432,1709820,2210723,1851261,1185841,765099,948093,5.3,16673206,9185143,2.96,2.64,9110853,678655,473539,496007,511049,470326,483751,441585,445860,388841,723879,898001,1034972,733229,424070,446825,460264,51704.0,26448193,
21,Utah,2013,1006164,758978,20447,102457,966,10536,25147,229062,185615,125509,177932,69150,76333,40845,76571,697678,59484,32079,46658,29492,46943,29504,27563,36320,443,11900,20941,64829,135802,157617,133701,125666,117390,238318,6.3,2022845,830796,3.25,3.0,899475,44714,36549,36243,43187,38895,43592,39721,45078,41336,81899,104219,138458,82320,46948,39455,36861,59770.0,2900872,
20,Vermont,2013,323936,42192,38339,11779,111011,44411,3419,33124,38645,50601,49672,31343,20593,10273,86266,216056,13015,18629,22589,15543,4992,6136,4681,22263,32,8076,11491,35272,47817,58735,53729,39857,27886,41073,5.5,443927,157370,2.47,2.14,253234,15806,16774,13319,13049,12567,13989,11397,11367,10717,22421,26125,34531,20262,9772,11459,9679,52578.0,626630,
22,Virginia,2013,3412577,1020268,137668,1625037,168558,82334,66651,561143,555908,565547,550168,370544,317382,165295,259939,2099847,382501,61268,95062,158805,200616,74530,166469,171783,1696,46173,60026,229964,491490,601113,575052,458700,367362,582697,6.0,5350441,2668023,2.67,2.54,3055863,180412,128978,133933,125903,133308,134841,127740,134518,121139,236740,304550,381759,283204,180009,210855,237974,62666.0,8260405,
23,Washington,2013,2928300,923298,80336,1436251,59803,113511,54236,497748,521388,387708,494059,274037,233245,140383,325496,1842634,111034,75567,112384,133409,152322,124444,158098,212056,6352,68902,110081,277025,471861,529488,479612,362891,260945,367495,5.5,4337867,2492276,2.65,2.48,2644557,177391,115255,114471,130965,114234,132589,115315,120021,108431,219044,273021,344734,238541,150383,152159,138003,58405.0,6971406,
24,West Virginia,2013,879424,299536,30813,326536,20335,49289,12352,100958,120957,109211,152349,78607,91959,66962,146069,622204,18088,19913,25892,25919,13440,10402,11278,131710,578,10682,11971,47094,141157,201325,183635,124366,76081,83113,5.6,1331823,472802,2.49,2.31,738653,77423,50702,50909,55121,43442,41362,39594,37796,34312,59756,69395,77537,44240,22466,18835,15763,41253.0,1854304,
25,Wisconsin,2013,2633420,1473766,262243,347831,64775,106043,29468,346368,366778,258590,390218,256642,309070,156238,520048,1752162,114275,171368,97165,130355,90314,100477,79645,97201,458,40059,65387,219251,437684,546742,467054,325285,229950,302008,5.5,3929866,1665485,2.56,2.22,2289424,144140,125008,121335,128347,123945,131026,113788,113995,106111,196691,253204,295721,190016,94956,82315,68826,51467.0,5742713,
26,Wyoming,2013,265471,133356,23452,50094,649,11656,6747,44617,31497,33713,58686,23312,24425,13166,29308,177225,9514,5155,12687,9221,6264,6369,2310,36418,308,5055,7548,18772,42377,52691,42142,33083,24743,39060,5.6,400631,168010,2.59,2.42,224003,11275,11428,9258,12343,10823,11352,10109,8710,11266,17332,26928,31061,23311,10654,10403,7750,58752.0,582658,
52,US,2013,134380986,56212177,5644731,43665234,6413478,2474185,1950157,19948788,18920796,18536403,21280607,14785358,14450385,7054242,17454250,82795901,7921489,5051850,5994698,6496885,6080151,4738940,6753919,8436690,110463,2650171,3444696,12323002,22371728,27580474,24068472,16327730,11210933,14403780,286.9000000000001,202634116,109040509,138.65000000000003,127.84,117544723,9150200,6394899,6330054,6480927,5985828,6132174,5539373,5555772,4886928,9259621,11673231,13868488,9348603,5433842,5653732,5851051,51335.0,319743925,
0,Alabama,2014,2208030,523139,113869,1173097,3610,17600,59554,364224,405161,334780,376494,249224,198851,97962,121780,1507498,34490,46215,64204,95835,72216,41175,47937,296786,1674,20590,26113,124227,336061,521519,464170,293683,194941,226726,5.7,3232526,1498381,2.59,2.52,1841217,186709,127681,121872,121243,111631,102489,91539,90213,83657,141837,170344,193562,120653,68423,62161,47203,42830.0,4849377,
1,Alaska,2014,308571,119714,2843,30963,73871,17276,8328,52905,43208,76977,74388,25966,15073,6441,5285,191314,23535,15962,25175,13523,8512,10624,5599,13923,404,19330,24464,40853,55190,57875,40522,26551,18807,24979,4.7,464134,244287,2.98,2.61,249659,9813,8546,8165,10193,9709,9213,9601,10065,9144,18384,28079,34054,29608,19125,19989,15971,71583.0,736732,
2,Arizona,2014,2909336,812510,65065,1446705,1214,50054,58183,745398,597589,523869,504121,218112,164486,45753,51825,1850308,136953,38845,96955,122690,159792,78000,111823,303872,10098,65635,104343,305139,519123,654033,525284,340745,199327,195707,5.2,3982669,2597412,2.68,2.75,2428743,188643,132579,130894,135420,130265,137663,121504,126910,108622,204459,245700,283298,184976,101762,98178,97870,50068.0,6731484,
3,Arkansas,2014,1341081,454488,81113,540491,1217,46313,39856,235584,240567,222149,258177,136096,93530,52322,62800,938125,19488,41685,41609,48399,46493,16074,19360,167783,2065,19830,20647,84264,234289,349976,277464,164595,95524,94492,5.4,1920573,963612,2.58,2.49,1131288,98239,86627,75926,79138,71330,67884,68090,61024,51083,94205,104843,114378,67076,33834,29608,28003,41262.0,2966369,
4,California,2014,13901594,8249834,406961,3323498,30061,221127,179632,1623930,1493455,2140655,2499782,1899109,1890857,867110,1307064,8067344,965307,350799,781016,876765,723019,679975,914326,527939,15104,434383,570218,1675884,2704014,2859481,2331176,1525783,894554,906101,5.0,20603554,17381816,3.01,2.94,12758648,756518,653293,580490,607361,560566,578127,532267,520927,474230,904003,1206668,1541329,1155255,752039,899240,1036335,61933.0,38802500,
5,Colorado,2014,2276280,1445808,95838,428152,1683,43546,54404,440235,377037,333152,437162,203258,184139,64818,182075,1421189,162811,35096,75395,103825,133664,122026,118267,102341,1666,43397,80909,236377,350586,363043,325141,268699,227408,380720,5.7,3433755,1804631,2.64,2.45,2039592,122704,77628,82322,92645,90444,98482,92642,92116,85910,160621,214940,272729,189187,118174,128425,120623,61303.0,5355866,
8,Connecticut,2014,1493632,464748,49540,212031,576948,34478,12930,103275,114472,201051,196724,201780,217580,105536,340284,879735,75898,125414,128310,86113,59476,51952,76019,10584,131,26439,38953,133695,229672,281345,253897,199179,143882,186570,5.6,2407092,1071359,2.67,2.35,1355817,81318,48551,60486,55008,56313,49969,50064,50427,48776,87738,129024,175471,126515,92572,107730,135855,70048.0,3596677,
6,Delaware,2014,417413,140922,35973,117578,47201,3572,12365,81388,71502,60079,50270,45330,42330,17361,36788,246575,58286,7166,10043,16316,24713,7088,9626,37554,46,2684,4196,23115,52955,78401,79568,65918,47042,63534,6.1,647718,262386,2.64,2.52,349743,23305,12731,14353,15255,15140,17807,17947,15604,15760,27657,37183,44989,31261,20736,21823,18192,59716.0,935614,
7,District of Columbia,2014,306184,153799,2802,110659,5032,41,7268,28782,6960,13430,25300,34371,39047,38075,112951,35141,77933,9370,21720,24058,35632,25248,77009,73,0,19355,22547,67345,59154,39143,29138,21043,20282,28177,4.2,266682,351918,2.37,2.13,277378,31498,10973,9777,11155,9383,9076,6423,11057,7319,14773,22097,32079,24954,15861,23599,37354,71648.0,658893,
9,Florida,2014,9144650,324973,72578,6769006,12061,13747,158574,1859798,1576993,1903420,1679102,893159,669427,200390,203787,4932149,557451,205364,360053,484492,544299,516665,696254,837729,10194,159916,199444,951113,2024503,2199590,1601677,937252,543760,527395,5.1,12327439,7134395,2.63,2.71,7328046,576996,402879,433066,452545,429241,422766,386862,381870,334796,621055,721883,793770,522453,277082,275212,295570,47463.0,19893297,
10,Georgia,2014,4151387,1443221,176341,1908078,5777,35844,83829,950875,885297,697283,585054,385768,257391,120879,185011,2756266,153526,92233,127098,207869,195473,105004,130593,380605,2720,51597,49135,259516,586287,880059,819754,549711,394875,560453,5.8,6203446,3632241,2.78,2.68,3587521,304159,202149,205536,202220,184742,195366,179245,181994,157071,287189,353236,415022,257707,147895,156709,157281,49321.0,10097343,
12,Hawaii,2014,530118,8653,4314,128113,197,1514,10406,77376,75848,81551,124933,77327,44363,20218,18096,281159,45578,12899,26776,36087,28281,26940,71289,1030,79,21274,41637,78796,113334,108623,69560,43978,25249,27667,4.6,819729,555616,3.21,2.84,450769,25911,15780,16007,16223,16518,15734,16393,18409,17293,33483,51436,65434,50538,29992,33935,27683,69592.0,1419561,
11,Idaho,2014,685098,303196,27837,194895,10243,48610,17480,146043,132317,77088,133078,45052,47223,28870,57947,498957,18763,14992,31312,20859,15592,12223,11327,60050,1023,12189,18376,47648,107204,132963,115217,80721,66945,103835,5.7,1105285,499578,2.75,2.64,591587,41985,31581,33453,36125,32560,39475,30884,33228,27428,52252,65028,69911,39164,22376,17184,18953,47861.0,1634464,
13,Illinois,2014,5307508,3765279,198181,725859,7180,22827,57699,586525,573982,473429,769782,623117,683745,337334,1201895,3112920,301064,307845,354607,342125,207722,188148,359180,132591,1306,111649,115809,455150,849366,1068308,955603,640232,479647,631744,5.6,8543845,4036325,2.73,2.45,4772421,346297,217931,229643,241668,211183,230830,208320,209869,192362,372299,477689,604874,425539,249505,277476,276936,57444.0,12880580,
14,Indiana,2014,2829630,1515413,181828,710158,18946,54170,56686,364022,423590,288518,400929,319595,311701,171766,492823,2051614,104365,72178,98581,135416,106628,62777,56946,140174,951,37451,41603,197290,396811,605425,561545,390745,254844,343916,5.7,4532275,1875498,2.64,2.38,2502739,174912,132270,146990,138968,139796,144799,129502,137285,118678,225350,271811,307969,183332,97982,81608,71487,49446.0,6596855,
15,Iowa,2014,1362034,769215,163627,264344,7828,19581,34465,159175,145169,98858,198448,147682,145917,73258,359062,1006162,52967,29904,45164,52583,53261,45042,27230,49336,385,16586,32940,98741,198950,243059,231495,188292,140458,211513,5.9,2220021,787178,2.52,2.18,1241471,75297,62895,66323,66647,61517,63337,61886,66920,50259,109336,139212,167914,102938,55206,50313,41471,53712.0,3107126,
16,Kansas,2014,1248861,739570,88639,248571,1352,22149,20247,147642,154112,144740,200866,130322,161816,71782,217334,910937,56998,32482,39623,49150,45568,31541,24299,57849,414,21980,22722,89122,174689,238466,210313,164850,135191,191528,5.9,1949537,875360,2.64,2.37,1109280,70606,56970,56667,59945,59287,63164,55264,53322,48229,95098,121909,141286,86484,50875,45797,44377,52504.0,2904021,
17,Kentucky,2014,1950504,638201,106636,883857,15956,52310,45191,293569,336398,247385,330422,214449,191477,99485,192128,1304912,44988,58963,81875,95076,67984,32235,29012,234229,1230,25613,31148,141242,331544,439621,364511,241311,163261,212253,5.5,2902525,1380585,2.57,2.38,1712094,173611,116903,113246,110333,98217,93984,91378,86819,73470,141884,161283,183824,112804,59641,51042,43655,42958.0,4413457,
18,Louisiana,2014,2011037,596700,38279,1064925,1192,9741,63448,327026,247930,284873,379559,270128,202680,97083,138310,1308347,52996,86099,85028,69063,61261,40885,42482,262505,2371,27620,33058,150503,356900,517556,392521,242359,146504,144016,5.3,2966911,1554205,2.68,2.54,1718194,177329,118616,107365,108033,95994,93287,80792,83427,72811,124372,152527,177089,126388,71115,67751,61298,44555.0,4649676,
19,Maine,2014,727693,37608,48027,28040,342185,78214,10170,92955,89944,108820,102938,55084,55388,38060,174334,505963,16283,39212,42536,28851,10981,12352,9838,61292,385,19445,25871,70961,132432,148578,125431,84017,55072,65886,5.3,964878,329581,2.46,2.09,549841,40289,36351,30300,30199,29299,34051,26149,26074,24583,48099,54710,70294,40331,21435,19537,18140,49462.0,1330089,
20,Maryland,2014,2422317,973472,71602,858626,207401,31229,49422,294872,361491,374202,342029,282689,284225,131699,301688,1240633,516405,38682,58044,122665,207733,56010,148026,33482,637,24633,40519,184619,314394,372098,416853,328089,269039,472073,6.2,3958099,1878494,2.77,2.54,2165438,112268,71318,68787,76380,75003,82465,78438,81351,78953,151333,219157,288306,230902,158172,196925,195680,73971.0,5976407,
21,Massachusetts,2014,2828592,1310713,77135,371616,703760,41999,33653,206353,215618,303786,338356,298825,306034,166055,959912,1473397,151730,285813,298013,168386,128538,125143,172783,23431,1358,75913,87412,289261,446441,518634,488506,346754,253708,321963,5.5,4259668,2237939,2.71,2.29,2549336,160875,127004,110674,108790,92166,102571,84592,89132,82551,170783,228825,315315,252503,179932,207558,236065,69160.0,6745408,
22,Michigan,2014,4540088,2942704,314434,342353,47572,129455,44816,457878,600854,440716,692301,547502,682451,368244,705326,3270743,207520,115604,121538,194644,165208,91230,130584,241774,1243,54046,82950,336050,645087,949885,905336,602694,415018,549022,5.7,7009596,2673561,2.6,2.34,3834574,298108,205512,218245,220182,207639,216046,191911,194110,170331,317379,396964,454415,290095,163931,152978,136728,49847.0,9909877,
23,Minnesota,2014,2385261,1420749,223105,341899,44148,54734,40715,342273,325737,312444,363096,237234,248320,111546,403896,1606205,178198,53741,50092,51673,83392,118783,161801,80693,683,38854,72515,214064,329687,364589,357651,305006,254950,447945,6.0,3974044,1348254,2.6,2.24,2129195,113972,92798,90561,97208,94896,94877,94380,93567,85697,175877,229048,293727,201830,127032,122474,121251,61481.0,5457173,
24,Mississippi,2014,1294738,339414,129561,603699,1067,17236,37668,232410,232746,191245,234048,159300,101556,45381,60384,898063,13779,30449,37557,62638,28458,12892,17573,191578,1751,20058,22346,80776,211347,337400,270019,160540,93377,98875,5.4,1968762,928983,2.66,2.62,1095823,125480,81221,80520,69795,68950,66237,58881,56207,43788,86231,98137,111672,65541,33005,27306,22852,39680.0,2994079,
25,Missouri,2014,2735803,1210952,219176,805368,4653,96594,50453,384760,405157,329525,433658,317780,288415,134507,391548,1920201,96260,90595,123837,113355,94509,55753,67873,171396,2024,34504,50345,210231,419111,606438,507922,348325,237541,321386,5.6,4071687,1817030,2.58,2.33,2354809,194038,131257,129927,136647,134062,138252,125237,118413,100043,201181,241840,280263,165598,94474,87488,76089,48363.0,6063589,
26,Montana,2014,491515,221378,50495,94131,4019,34643,11382,75554,70111,56817,95526,47035,44723,22655,67712,338252,15371,16321,25022,15164,9126,7722,5896,58232,409,12128,16525,43672,87859,98461,74992,55270,39329,63279,5.4,660233,334459,2.42,2.42,410962,30967,26980,23205,24585,24324,25189,23316,22021,17993,34047,43241,45096,29828,14409,12661,13100,46328.0,1023579,
27,Nebraska,2014,814957,444310,56850,219061,3068,11002,19252,100500,88765,77567,133746,96987,79619,42156,176365,589216,30206,16733,20728,30711,44635,28934,24296,29274,224,11396,22753,64559,110977,139069,129903,106562,86011,143727,6.0,1263998,565404,2.59,2.24,740765,43517,35318,38625,41553,38837,40289,38984,35613,33772,68523,80600,96030,64176,31617,29587,23724,52686.0,1881503,
28,Nevada,2014,1198969,611388,27175,351476,5896,17073,26623,357940,331206,188385,157145,75084,34746,16073,11767,709211,52722,16417,76409,102378,65955,32929,75267,66541,1140,30972,42823,138421,228197,256735,213789,132179,75185,80668,5.1,1510002,1292539,2.76,2.73,1021519,67400,50942,49934,59181,54955,59100,53314,52268,47797,86964,114955,131981,78074,42795,39062,32797,51450.0,2839099,
29,New Hampshire,2014,619865,100601,76212,46268,230361,49555,10362,74446,69723,128937,88359,52230,43134,24825,127849,388574,31611,36866,36903,28855,21704,25718,12399,37116,119,11168,17696,51919,108948,115318,109185,78747,57531,69353,5.5,945879,340411,2.59,2.2,519756,19746,22042,20962,20853,22875,24790,20335,22048,19842,40867,54642,72591,54641,33289,37633,32600,66532.0,1326813,
30,New Jersey,2014,3591847,2393423,62396,384329,309236,14471,46928,342869,346229,429765,453823,494741,556672,270199,650621,1914624,333741,337764,237886,177865,182402,138604,234449,34269,243,89082,69182,371874,547969,618177,588398,448209,364811,494145,5.7,5748713,3003935,2.84,2.56,3194844,180598,118401,125657,133248,119802,122933,110197,124564,103235,215472,295266,394205,326292,218887,274687,331400,71919.0,8938175,
31,New Mexico,2014,912910,506959,59610,126923,1106,54261,16258,141154,161958,154620,165188,99476,92228,35622,46406,594708,34138,17168,33693,25502,25013,14693,19554,146013,2428,24344,23284,68569,162132,223915,181502,107674,63099,58391,5.3,1381334,661088,2.71,2.63,760916,80172,49191,48130,48534,39220,40410,37381,38860,34540,55160,72642,87470,51230,26972,27885,23119,44803.0,2085572,
32,New York,2014,8191528,4186666,258775,770577,1752656,145012,87594,533390,508852,627834,826212,1056826,1210273,724133,2616414,3408433,397743,880997,600848,425776,344306,669454,1264638,195928,3405,312257,299736,1252597,1539255,1389833,1217415,823282,610673,746480,5.0,10701486,8463563,2.77,2.47,7282398,592049,377078,358172,352168,321647,319296,302801,304322,253041,506980,683022,864451,633509,399096,464067,550699,58878.0,19746227,
